name,distance,bikestop,local_address,postcode,category1,category1name,category2,category2name,category3,category3name,rating
Maggie Daley Park,525,Michigan Ave & Madison St,337 E Randolph Dr,60601.0,16037,Playground,,,,,4.7
The South Garden,407,Michigan Ave & Madison St,111 S Michigan Ave,60603.0,16017,Garden,,,,,4.35
Grant Park - Butler Field,532,Michigan Ave & Madison St,350 E Monroe St,60603.0,16032,Park,,,,,4.55
The Dearborn,449,Michigan Ave & Madison St,145 N Dearborn St,60602.0,13003,Bar,13068.0,American Restaurant,13314.0,New American Restaurant,4.35
Chicago Riverwalk,601,Michigan Ave & Madison St,Chicago River,60601.0,16053,Waterfront,,,,,4.7
Miller's Pub,264,Michigan Ave & Madison St,134 S Wabash Ave,60603.0,13018,Pub,13026.0,BBQ Joint,13068.0,American Restaurant,4.05
Pizano's Pizza & Pasta,45,Michigan Ave & Madison St,61 E Madison St,60603.0,13064,Pizzeria,13236.0,Italian Restaurant,,,3.85
Lakefront Trail,709,Michigan Ave & Madison St,,60611.0,16019,Hiking Trail,,,,,4.7
The Northman Beer & Cider Garden Riverwalk,760,Michigan Ave & Madison St,233 E Riverwalk,60601.0,13007,Beer Garden,13058.0,Hot Dog Joint,,,4.7
Grant Park,795,Michigan Ave & Madison St,337 E Randolph Dr,60601.0,16037,Playground,16039.0,Urban Park,,,4.7
2Twenty2 Tavern,352,Michigan Ave & Madison St,222 S Wabash Ave,60604.0,10039,Music Venue,13009.0,Cocktail Bar,13065.0,Restaurant,4.0
The Park At Lakeshore East,750,Michigan Ave & Madison St,411 E Benton Pl,60601.0,16037,Playground,,,,,4.4
LH Rooftop,659,Michigan Ave & Madison St,85 E Wacker Dr,60601.0,13009,Cocktail Bar,13013.0,Hotel Bar,13068.0,American Restaurant,4.25
Clarence Buckingham Memorial Fountain,863,Michigan Ave & Madison St,301 S Columbus Dr,60601.0,16026,Monument,,,,,4.55
The Berghoff Restaurant,409,Michigan Ave & Madison St,17 W Adams St,60603.0,13003,Bar,13068.0,American Restaurant,13165.0,German Restaurant,4.0
Flight Club Darts Chicago,726,Michigan Ave & Madison St,111 W Wacker Dr,60601.0,10039,Music Venue,13009.0,Cocktail Bar,13338.0,Seafood Restaurant,4.3
The Wrigley Building,845,Michigan Ave & Madison St,400 N Michigan Ave,60611.0,16007,Building / Structure,,,,,4.4
Fontano's Subs,552,Michigan Ave & Madison St,332 S Michigan Ave,60604.0,13064,Pizzeria,13236.0,Italian Restaurant,13334.0,Sandwich Restaurant,4.05
Siena Tavern,866,Michigan Ave & Madison St,51 W Kinzie St,60654.0,13003,Bar,13065.0,Restaurant,,,4.35
Tiny Tapp & Cafe,712,Michigan Ave & Madison St,55 W Riverwalk,60601.0,13006,Beer Bar,13034.0,Café,13068.0,American Restaurant,4.1
AceBounce,716,Michigan Ave & Madison St,230 N Clark St,60601.0,13009,Cocktail Bar,13068.0,American Restaurant,,,4.1
Lou Malnati's Pizzeria,864,Michigan Ave & Madison St,410 N Michigan Ave,60611.0,13064,Pizzeria,,,,,4.2
Pizzeria Portofino,809,Michigan Ave & Madison St,317 N Clark St,60654.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.15
Giordano's,927,Michigan Ave & Madison St,223 W Jackson Blvd,60606.0,13064,Pizzeria,,,,,4.25
Harry Caray's Italian Steakhouse,854,Michigan Ave & Madison St,33 W Kinzie St,60654.0,13022,Sports Bar,13236.0,Italian Restaurant,13383.0,Steakhouse,4.15
Hub 51,955,Michigan Ave & Madison St,51 W Hubbard St,60654.0,13016,Lounge,13068.0,American Restaurant,13314.0,New American Restaurant,4.25
Swissôtel Chicago Lobby Lounge,750,Michigan Ave & Madison St,323 E Wacker Dr,60601.0,13013,Hotel Bar,13016.0,Lounge,,,4.05
Exchequer Restaurant & Pub,371,Michigan Ave & Madison St,226 S Wabash Ave,60604.0,13018,Pub,13064.0,Pizzeria,13068.0,American Restaurant,3.8
Parlor Pizza Bar,883,Michigan Ave & Madison St,405 N Dearborn St,60654.0,13064,Pizzeria,,,,,4.15
Andy's Jazz Club,892,Michigan Ave & Madison St,11 E Hubbard St,60611.0,10032,Night Club,13003.0,Bar,13068.0,American Restaurant,4.15
La Mez Agave Lounge,950,Michigan Ave & Madison St,108 W Kinzie St,60654.0,13009,Cocktail Bar,13303.0,Mexican Restaurant,,,4.15
Rossi's Liquors,863,Michigan Ave & Madison St,412 N State St,60654.0,13010,Dive Bar,13065.0,Restaurant,,,4.05
Winter Garden,701,Michigan Ave & Madison St,400 S State St,60605.0,16017,Garden,,,,,3.9
Billy Goat Tavern,920,Michigan Ave & Madison St,430 N Michigan Ave,60611.0,13003,Bar,,,,,4.0
Cerise,447,Michigan Ave & Madison St,203 N Wabash Ave,60601.0,10000,Arts and Entertainment,13016.0,Lounge,13065.0,Restaurant,3.65
Luke's Italian Beef,885,Michigan Ave & Madison St,215 W Jackson Blvd,60606.0,13058,Hot Dog Joint,13064.0,Pizzeria,13236.0,Italian Restaurant,3.8
Gino's East South Loop,828,Michigan Ave & Madison St,521 S Dearborn St,60605.0,13022,Sports Bar,13064.0,Pizzeria,13236.0,Italian Restaurant,3.75
The Terrace at Trump,760,Michigan Ave & Madison St,401 N Wabash Ave,60611.0,13016,Lounge,13068.0,American Restaurant,13342.0,Soup Restaurant,3.75
City Social,647,Michigan Ave & Madison St,120 N La Salle St,60602.0,13003,Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.7
Elephant & Castle,394,Michigan Ave & Madison St,185 N Wabash Ave,60601.0,13018,Pub,13068.0,American Restaurant,13134.0,Comfort Food Restaurant,3.55
Broken English Taco Pub,404,Michigan Ave & Madison St,75 E Lake St,60601.0,13003,Bar,13142.0,English Restaurant,13306.0,Taco Restaurant,3.55
Roanoke Restaurant,580,Michigan Ave & Madison St,11 S La Salle St,60603.0,13016,Lounge,13068.0,American Restaurant,,,3.6
ROOF on theWit,479,Michigan Ave & Madison St,201 N State St,60601.0,13009,Cocktail Bar,13016.0,Lounge,13068.0,American Restaurant,3.55
Sheraton Club Lounge - 33 Floor,777,Michigan Ave & Madison St,,60601.0,16045,Roof Deck,,,,,3.65
Brando's Speakeasy,641,Michigan Ave & Madison St,343 S Dearborn St,60604.0,13015,Karaoke Bar,13025.0,Wine Bar,13236.0,Italian Restaurant,3.6
State and Lake Chicago Tavern,475,Michigan Ave & Madison St,201 N State St,60601.0,13013,Hotel Bar,13068.0,American Restaurant,,,3.5
Sheraton Lobby Bar,766,Michigan Ave & Madison St,301 E North Water St,60611.0,10000,Arts and Entertainment,13013.0,Hotel Bar,13065.0,Restaurant,3.6
The Northman Beer & Cider Garden Riverwalk,264,Cityfront Plaza Dr & Pioneer Ct,233 E Riverwalk,60601.0,13007,Beer Garden,13058.0,Hot Dog Joint,,,4.7
Volare,130,Cityfront Plaza Dr & Pioneer Ct,201 E Grand Ave,60611.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.25
The Wrigley Building,229,Cityfront Plaza Dr & Pioneer Ct,400 N Michigan Ave,60611.0,16007,Building / Structure,,,,,4.4
Lou Malnati's Pizzeria,238,Cityfront Plaza Dr & Pioneer Ct,410 N Michigan Ave,60611.0,13064,Pizzeria,,,,,4.2
Winter's Jazz Club,446,Cityfront Plaza Dr & Pioneer Ct,465 N McClurg Ct,60611.0,10040,Jazz and Blues Venue,13003.0,Bar,13065.0,Restaurant,4.45
Buona,473,Cityfront Plaza Dr & Pioneer Ct,613 N McClurg Court,60611.0,13064,Pizzeria,13236.0,Italian Restaurant,13334.0,Sandwich Restaurant,4.5
Chicago Riverwalk,561,Cityfront Plaza Dr & Pioneer Ct,Chicago River,60601.0,16053,Waterfront,,,,,4.7
LH Rooftop,387,Cityfront Plaza Dr & Pioneer Ct,85 E Wacker Dr,60601.0,13009,Cocktail Bar,13013.0,Hotel Bar,13068.0,American Restaurant,4.25
Billy Goat Tavern,193,Cityfront Plaza Dr & Pioneer Ct,430 N Michigan Ave,60611.0,13003,Bar,,,,,4.0
Labriola,167,Cityfront Plaza Dr & Pioneer Ct,535 N Michigan Ave,60611.0,13034,Café,13064.0,Pizzeria,13236.0,Italian Restaurant,3.9
The Park At Lakeshore East,616,Cityfront Plaza Dr & Pioneer Ct,411 E Benton Pl,60601.0,16037,Playground,,,,,4.4
Quartino,588,Cityfront Plaza Dr & Pioneer Ct,626 N State St,60654.0,13064,Pizzeria,13236.0,Italian Restaurant,13347.0,Tapas Restaurant,4.35
Michael Jordan's Steak House,180,Cityfront Plaza Dr & Pioneer Ct,505 N Michigan Ave,60611.0,13003,Bar,13383.0,Steakhouse,,,3.9
Andy's Jazz Club,445,Cityfront Plaza Dr & Pioneer Ct,11 E Hubbard St,60611.0,10032,Night Club,13003.0,Bar,13068.0,American Restaurant,4.15
Swissôtel Chicago Lobby Lounge,384,Cityfront Plaza Dr & Pioneer Ct,323 E Wacker Dr,60601.0,13013,Hotel Bar,13016.0,Lounge,,,4.05
Giordano's,623,Cityfront Plaza Dr & Pioneer Ct,130 E Randolph St,60601.0,13064,Pizzeria,,,,,4.3
Giordano's,652,Cityfront Plaza Dr & Pioneer Ct,740 N Rush St,60611.0,13064,Pizzeria,,,,,4.35
Siena Tavern,702,Cityfront Plaza Dr & Pioneer Ct,51 W Kinzie St,60654.0,13003,Bar,13065.0,Restaurant,,,4.35
Maggie Daley Park,896,Cityfront Plaza Dr & Pioneer Ct,337 E Randolph Dr,60601.0,16037,Playground,,,,,4.7
Hub 51,646,Cityfront Plaza Dr & Pioneer Ct,51 W Hubbard St,60654.0,13016,Lounge,13068.0,American Restaurant,13314.0,New American Restaurant,4.25
Cloud Gate,887,Cityfront Plaza Dr & Pioneer Ct,201 E Randolph St,60602.0,16007,Building / Structure,,,,,4.65
Gino's East,579,Cityfront Plaza Dr & Pioneer Ct,162 E Superior St,60611.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.15
Blue Chicago,775,Cityfront Plaza Dr & Pioneer Ct,536 N Clark St,60654.0,10032,Night Club,13003.0,Bar,13065.0,Restaurant,4.35
Jake Melnick's Corner Tap,685,Cityfront Plaza Dr & Pioneer Ct,41 E Superior St,60611.0,13022,Sports Bar,13026.0,BBQ Joint,13068.0,American Restaurant,4.25
Rossi's Liquors,498,Cityfront Plaza Dr & Pioneer Ct,412 N State St,60654.0,13010,Dive Bar,13065.0,Restaurant,,,4.05
Arbella,806,Cityfront Plaza Dr & Pioneer Ct,112 W Grand Ave,60654.0,13009,Cocktail Bar,13347.0,Tapas Restaurant,,,4.35
Parlor Pizza Bar,612,Cityfront Plaza Dr & Pioneer Ct,405 N Dearborn St,60654.0,13064,Pizzeria,,,,,4.15
Ohio Street Beach Yoga,770,Cityfront Plaza Dr & Pioneer Ct,Ohio Street Beach,60611.0,16003,Beach,,,,,4.3
Harry Caray's Italian Steakhouse,632,Cityfront Plaza Dr & Pioneer Ct,33 W Kinzie St,60654.0,13022,Sports Bar,13236.0,Italian Restaurant,13383.0,Steakhouse,4.15
Lake Shore Park,818,Cityfront Plaza Dr & Pioneer Ct,808 N Lake Shore Dr,60611.0,16037,Playground,,,,,4.35
Milton Lee Olive Park,947,Cityfront Plaza Dr & Pioneer Ct,500 N Lake Shore Dr,60611.0,16032,Park,,,,,4.5
Etta,899,Cityfront Plaza Dr & Pioneer Ct,700 N Clark St,60654.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.4
Three Dots and a Dash,711,Cityfront Plaza Dr & Pioneer Ct,435 N Clark St,60654.0,13009,Cocktail Bar,13023.0,Tiki Bar,13072.0,Asian Restaurant,4.2
Flight Club Darts Chicago,848,Cityfront Plaza Dr & Pioneer Ct,111 W Wacker Dr,60601.0,10039,Music Venue,13009.0,Cocktail Bar,13338.0,Seafood Restaurant,4.3
The Dearborn,923,Cityfront Plaza Dr & Pioneer Ct,145 N Dearborn St,60602.0,13003,Bar,13068.0,American Restaurant,13314.0,New American Restaurant,4.35
Niu Japanese Fusion Lounge,287,Cityfront Plaza Dr & Pioneer Ct,332 E Illinois St,60611.0,13016,Lounge,13072.0,Asian Restaurant,13276.0,Sushi Restaurant,3.8
UNO Pizzeria & Grill,440,Cityfront Plaza Dr & Pioneer Ct,29 E Ohio St,60611.0,13064,Pizzeria,,,,,3.9
Pizzeria Portofino,759,Cityfront Plaza Dr & Pioneer Ct,317 N Clark St,60654.0,13064,Pizzeria,13236.0,Italian Restaurant,,,4.15
Bar Cargo,1002,Cityfront Plaza Dr & Pioneer Ct,605 N Wells St,60654.0,13003,Bar,13064.0,Pizzeria,13236.0,Italian Restaurant,4.35
Tiny Tapp & Cafe,764,Cityfront Plaza Dr & Pioneer Ct,55 W Riverwalk,60601.0,13006,Beer Bar,13034.0,Café,13068.0,American Restaurant,4.1
La Mez Agave Lounge,793,Cityfront Plaza Dr & Pioneer Ct,108 W Kinzie St,60654.0,13009,Cocktail Bar,13303.0,Mexican Restaurant,,,4.15
Lou Malnati's Pizzeria,991,Cityfront Plaza Dr & Pioneer Ct,439 N Wells St,60654.0,13064,Pizzeria,,,,,4.3
Celeste,789,Cityfront Plaza Dr & Pioneer Ct,111 W Hubbard St,60654.0,13009,Cocktail Bar,13016.0,Lounge,13068.0,American Restaurant,4.05
AceBounce,855,Cityfront Plaza Dr & Pioneer Ct,230 N Clark St,60601.0,13009,Cocktail Bar,13068.0,American Restaurant,,,4.1
Clark Street Ale House,973,Cityfront Plaza Dr & Pioneer Ct,742 N Clark St,60654.0,13007,Beer Garden,13022.0,Sports Bar,13065.0,Restaurant,4.15
The Terrace at Trump,362,Cityfront Plaza Dr & Pioneer Ct,401 N Wabash Ave,60611.0,13016,Lounge,13068.0,American Restaurant,13342.0,Soup Restaurant,3.75
Sheraton Club Lounge - 33 Floor,259,Cityfront Plaza Dr & Pioneer Ct,,60601.0,16045,Roof Deck,,,,,3.65
Jane Addams Memorial Park,789,Cityfront Plaza Dr & Pioneer Ct,550 E Grand Ave,60611.0,16032,Park,,,,,3.9
Gordon Ramsay Burger,583,Cityfront Plaza Dr & Pioneer Ct,2 E Ontario St,60611.0,13025,Wine Bar,13031.0,Burger Joint,,,3.8
Highline Bar + Lounge,974,Cityfront Plaza Dr & Pioneer Ct,169 W Kinzie St,60654.0,13009,Cocktail Bar,13016.0,Lounge,13068.0,American Restaurant,4.0
Hogsalt - Small C,354,Canal St & Monroe St,150 N Riverside Plz,60606.0,13009,Cocktail Bar,13031.0,Burger Joint,13145.0,Fast Food Restaurant,4.5
Avec,452,Canal St & Monroe St,615 W Randolph St,60661.0,13025,Wine Bar,13148.0,French Restaurant,13302.0,Mediterranean Restaurant,4.65
Kumiko,600,Canal St & Monroe St,630 W Lake St,60661.0,13009,Cocktail Bar,13263.0,Japanese Restaurant,,,4.65
Willis Tower,443,Canal St & Monroe St,233 S Wacker Dr,60606.0,16007,Building / Structure,,,,,4.25
Moneygun,665,Canal St & Monroe St,660 W Lake St,60661.0,13009,Cocktail Bar,13334.0,Sandwich Restaurant,,,4.5
Little Toasted,466,Canal St & Monroe St,300 S Riverside Plz,60606.0,13006,Beer Bar,13068.0,American Restaurant,13338.0,Seafood Restaurant,4.15
Giordano's,559,Canal St & Monroe St,223 W Jackson Blvd,60606.0,13064,Pizzeria,,,,,4.25
Heritage Green Park,218,Canal St & Monroe St,610 W Adams St,60661.0,16033,Dog Park,,,,,3.85
Francois Frankie,543,Canal St & Monroe St,222 W Randolph St,60606.0,13009,Cocktail Bar,13148.0,French Restaurant,13334.0,Sandwich Restaurant,4.15
Gilt Bar,904,Canal St & Monroe St,230 W Kinzie St,60654.0,13016,Lounge,13068.0,American Restaurant,13314.0,New American Restaurant,4.55
Mary Bartelme Park,914,Canal St & Monroe St,115 S Sangamon St,60607.0,16037,Playground,,,,,4.5
Artopolis,783,Canal St & Monroe St,306 S Halsted St,60661.0,13002,Bakery,13064.0,Pizzeria,13177.0,Greek Restaurant,4.3
The Dearborn,876,Canal St & Monroe St,145 N Dearborn St,60602.0,13003,Bar,13068.0,American Restaurant,13314.0,New American Restaurant,4.35
Lone Wolf,750,Canal St & Monroe St,806 W Randolph St,60607.0,13003,Bar,13065.0,Restaurant,,,4.2
Bonci,1004,Canal St & Monroe St,161 N Sangamon St,60607.0,13064,Pizzeria,,,,,4.45
Flight Club Darts Chicago,905,Canal St & Monroe St,111 W Wacker Dr,60601.0,10039,Music Venue,13009.0,Cocktail Bar,13338.0,Seafood Restaurant,4.3
Beatrix,968,Canal St & Monroe St,834 W Fulton Market,60607.0,13003,Bar,13049.0,Diner,13068.0,American Restaurant,4.35
Giordano's,913,Canal St & Monroe St,815 W Van Buren St,60607.0,13064,Pizzeria,,,,,4.15
Lazy Bird,899,Canal St & Monroe St,200 N Green St,60607.0,13009,Cocktail Bar,13016.0,Lounge,13065.0,Restaurant,4.15
AceBounce,896,Canal St & Monroe St,230 N Clark St,60601.0,13009,Cocktail Bar,13068.0,American Restaurant,,,4.1
Daley Plaza,800,Canal St & Monroe St,50 W Washington St,60602.0,16041,Plaza,,,,,4.05
Tiny Tapp & Cafe,988,Canal St & Monroe St,55 W Riverwalk,60601.0,13006,Beer Bar,13034.0,Café,13068.0,American Restaurant,4.1
Slightly Toasted,171,Canal St & Monroe St,22 S Clinton St,60661.0,13024,Whisky Bar,13035.0,Coffee Shop,13057.0,Gastropub,3.6
Mary Bartelme Dog Park,931,Canal St & Monroe St,115 S Sangamon St,60607.0,16033,Dog Park,,,,,4.05
Luke's Italian Beef,577,Canal St & Monroe St,215 W Jackson Blvd,60606.0,13058,Hot Dog Joint,13064.0,Pizzeria,13236.0,Italian Restaurant,3.8
The Marq,861,Canal St & Monroe St,60 W Adams St,60603.0,13003,Bar,13068.0,American Restaurant,13314.0,New American Restaurant,3.95
The Berghoff Restaurant,957,Canal St & Monroe St,17 W Adams St,60603.0,13003,Bar,13068.0,American Restaurant,13165.0,German Restaurant,4.0
Highline Bar + Lounge,953,Canal St & Monroe St,169 W Kinzie St,60654.0,13009,Cocktail Bar,13016.0,Lounge,13068.0,American Restaurant,4.0
Ramen-San Whisky Bar,912,Canal St & Monroe St,219 N Green St,60607.0,13009,Cocktail Bar,13024.0,Whisky Bar,13272.0,Ramen Restaurant,3.95
Joe’s Imports Wine Bar,895,Canal St & Monroe St,813 W Fulton Market,60607.0,13025,Wine Bar,13068.0,American Restaurant,13302.0,Mediterranean Restaurant,3.95
Jefferson Tap & Grille,712,Canal St & Monroe St,325 N Jefferson St,60661.0,13003,Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.8
Atwood,950,Canal St & Monroe St,1 W Washington St,60602.0,13003,Bar,13068.0,American Restaurant,13314.0,New American Restaurant,3.9
Primos Chicago Pizza,918,Canal St & Monroe St,816 W Van Buren St,60607.0,13064,Pizzeria,13236.0,Italian Restaurant,,,3.85
City Social,615,Canal St & Monroe St,120 N La Salle St,60602.0,13003,Bar,13031.0,Burger Joint,13068.0,American Restaurant,3.7
Beatnik On The River,417,Canal St & Monroe St,180 N Wacker Dr,60606.0,13009,Cocktail Bar,13148.0,French Restaurant,13302.0,Mediterranean Restaurant,3.55
Townhouse Restaurant & Wine Bar,309,Canal St & Monroe St,111 S Wacker Dr,60606.0,13025,Wine Bar,13068.0,American Restaurant,13314.0,New American Restaurant,3.5
PB&J,958,Canal St & Monroe St,205 N Peoria St,60607.0,13064,Pizzeria,13068.0,American Restaurant,13314.0,New American Restaurant,3.75
Roanoke Restaurant,614,Canal St & Monroe St,11 S La Salle St,60603.0,13016,Lounge,13068.0,American Restaurant,,,3.6
One North Kitchen & Bar,231,Canal St & Monroe St,1 N Wacker Dr,60606.0,13025,Wine Bar,13068.0,American Restaurant,13314.0,New American Restaurant,3.4
Stocks and Blondes,483,Canal St & Monroe St,40 N Wells St,60606.0,13010,Dive Bar,13022.0,Sports Bar,13068.0,American Restaurant,3.5
Green Street Local,788,Canal St & Monroe St,130 S Green St,60607.0,13022,Sports Bar,13064.0,Pizzeria,13314.0,New American Restaurant,3.6
Rittergut Wine Bar,159,Canal St & Monroe St,10 S Wacker Dr,60606.0,13025,Wine Bar,13068.0,American Restaurant,13345.0,Spanish Restaurant,3.3
Brando's Speakeasy,993,Canal St & Monroe St,343 S Dearborn St,60604.0,13015,Karaoke Bar,13025.0,Wine Bar,13236.0,Italian Restaurant,3.6
New Line Tavern,494,Canal St & Monroe St,201 N Clinton St,60661.0,13009,Cocktail Bar,13022.0,Sports Bar,13068.0,American Restaurant,3.35
Spectrum Bar & Grill,750,Canal St & Monroe St,233 S Halsted St,60661.0,13003,Bar,13068.0,American Restaurant,,,3.4
Randolph Tavern,554,Canal St & Monroe St,188 W Randolph St,60601.0,13016,Lounge,13068.0,American Restaurant,13145.0,Fast Food Restaurant,3.35
The Junction,339,Canal St & Monroe St,225 S Canal St,60606.0,13003,Bar,,,,,3.2
Shamrock Club,931,Canal St & Monroe St,210 W Kinzie St,60654.0,10032,Night Club,13010.0,Dive Bar,13068.0,American Restaurant,3.45
Madison Tavern,49,Canal St & Monroe St,500 W Madison St,60661.0,13009,Cocktail Bar,13057.0,Gastropub,13068.0,American Restaurant,2.95
Elephant & Castle,726,Canal St & Monroe St,111W W Adams St,60603.0,13018,Pub,13026.0,BBQ Joint,13068.0,American Restaurant,3.25
The Monkey's Paw,115,Southport Ave & Wrightwood Ave,2524 N Southport Ave,60614.0,13024,Whisky Bar,13057.0,Gastropub,13068.0,American Restaurant,4.3
Wrightwood Park,242,Southport Ave & Wrightwood Ave,2534 N Greenview Ave,60614.0,16037,Playground,,,,,4.35
Beermiscuous,589,Southport Ave & Wrightwood Ave,2812 N Lincoln Ave,60657.0,13006,Beer Bar,13034.0,Café,13068.0,American Restaurant,4.4
Delilah's,609,Southport Ave & Wrightwood Ave,2771 N Lincoln Ave,60614.0,13010,Dive Bar,13024.0,Whisky Bar,13026.0,BBQ Joint,4.4
Pequod's Pizzeria,779,Southport Ave & Wrightwood Ave,2207 N Clybourn Ave,60614.0,13064,Pizzeria,,,,,4.4
Jonquil Park,762,Southport Ave & Wrightwood Ave,1023 W Wrightwood Ave,60614.0,16037,Playground,,,,,4.35
Pat's Pizza and Ristorante,678,Southport Ave & Wrightwood Ave,2679 N Lincoln Ave,60614.0,13064,Pizzeria,,,,,4.2
Lou Malnati's Pizzeria,857,Southport Ave & Wrightwood Ave,958 W Wrightwood Ave,60614.0,13064,Pizzeria,,,,,4.3
Crio,703,Southport Ave & Wrightwood Ave,2506 N Clybourn Ave,60614.0,13003,Bar,13297.0,Latin American Restaurant,,,4.1
Farm Bar Lakeview,853,Southport Ave & Wrightwood Ave,1300 W Wellington Ave,60657.0,13003,Bar,13057.0,Gastropub,13068.0,American Restaurant,4.15
Side Street Saloon,654,Southport Ave & Wrightwood Ave,1456 W George St,60657.0,13010,Dive Bar,13031.0,Burger Joint,13064.0,Pizzeria,3.95
Supera Playlot Park,430,Southport Ave & Wrightwood Ave,2528 N Racine Ave,60614.0,16037,Playground,,,,,3.75
Augie's,643,Southport Ave & Wrightwood Ave,1721 W Wrightwood Ave,60614.0,13022,Sports Bar,13026.0,BBQ Joint,13068.0,American Restaurant,3.85
Local Option,1012,Southport Ave & Wrightwood Ave,1102 W Webster Ave,60614.0,13006,Beer Bar,13095.0,Cajun / Creole Restaurant,13338.0,Seafood Restaurant,4.05
The Art of Pizza,1000,Southport Ave & Wrightwood Ave,3033 N Ashland Ave,60657.0,13064,Pizzeria,13236.0,Italian Restaurant,,,3.95
South Lakeview Park,563,Southport Ave & Wrightwood Ave,1300 W Wolfram St,60657.0,16037,Playground,,,,,3.7
Noethling Park,886,Southport Ave & Wrightwood Ave,2645 N Sheffield Ave,60614.0,16032,Park,,,,,3.8
Prost,883,Southport Ave & Wrightwood Ave,2566 N Lincoln Ave,60614.0,13006,Beer Bar,13165.0,German Restaurant,,,3.75
Racine Plumbing,710,Southport Ave & Wrightwood Ave,2642 N Lincoln Ave,60614.0,13022,Sports Bar,13031.0,Burger Joint,13314.0,New American Restaurant,3.65
The Albion Manor,812,Southport Ave & Wrightwood Ave,1480 W Webster Ave,60614.0,13003,Bar,13142.0,English Restaurant,,,3.6
The Arrogant Frog Bar,415,Southport Ave & Wrightwood Ave,1365 W Fullerton Ave,60614.0,13009,Cocktail Bar,13022.0,Sports Bar,,,3.35
Chi CHE Wang Park,883,Southport Ave & Wrightwood Ave,1762 W Diversey Pkwy,60614.0,16037,Playground,,,,,3.5
Liar's Club,673,Southport Ave & Wrightwood Ave,1665 W Fullerton Ave,60614.0,13010,Dive Bar,,,,,3.35
Broken English Taco Pub,862,Southport Ave & Wrightwood Ave,2576 N Lincoln Ave,60614.0,13009,Cocktail Bar,13142.0,English Restaurant,13306.0,Taco Restaurant,3.3
Lincoln Tap Room,837,Southport Ave & Wrightwood Ave,3010 N Lincoln Ave,60657.0,13009,Cocktail Bar,13022.0,Sports Bar,13145.0,Fast Food Restaurant,3.3
Beck's Chicago,805,Southport Ave & Wrightwood Ave,2201 N Clybourn Ave,60614.0,13003,Bar,13065.0,Restaurant,,,3.3
The Lill Lounge,68,Southport Ave & Wrightwood Ave,1416 W Lill Ave,60614.0,13016,Lounge,,,,,
Lakeshore Roof Deck,352,Southport Ave & Wrightwood Ave,,60614.0,16046,Scenic Lookout,,,,,
Rio Chicago,893,Southport Ave & Wrightwood Ave,2200 N Ashland Ave,60614.0,10032,Night Club,13016.0,Lounge,,,3.05
Ignoble Wine Bar,582,Southport Ave & Wrightwood Ave,2417 N Clybourn Ave,60614.0,13025,Wine Bar,,,,,
King Of Queens Billboad On Ashland And Clybourn,605,Southport Ave & Wrightwood Ave,,60614.0,16030,Other Great Outdoors,,,,,
Tapster Lincoln Park,655,Southport Ave & Wrightwood Ave,1059 W Wrightwood Ave,60614.0,13006,Beer Bar,13022.0,Sports Bar,,,
Clover Park,751,Southport Ave & Wrightwood Ave,2210 N Southport Ave,60614.0,16032,Park,,,,,
Regal Lofts Dog Park,823,Southport Ave & Wrightwood Ave,1735 W Diversey Pkwy,60614.0,16033,Dog Park,,,,,
Ashland Bridge,835,Southport Ave & Wrightwood Ave,,60614.0,16000,Landmarks and Outdoors,,,,,
"Lincoln, Wrightwood, Sheffield",840,Southport Ave & Wrightwood Ave,,60614.0,16032,Park,,,,,
Max & Issy's,842,Southport Ave & Wrightwood Ave,1028 W Diversey Pkwy,60614.0,13064,Pizzeria,,,,,
McGowan South,876,Southport Ave & Wrightwood Ave,1110 W Belden Ave,60614.0,16030,Other Great Outdoors,,,,,
Pulaski Dog Park,887,Southport Ave & Wrightwood Ave,3035 N Hoyne Ave,60618.0,16033,Dog Park,,,,,
Fullerton Bridge,969,Southport Ave & Wrightwood Ave,W Fullerton Ave,60647.0,16000,Landmarks and Outdoors,,,,,
Chuck E. Cheese's,877,Southport Ave & Wrightwood Ave,1830 W Fullerton Ave,60614.0,13064,Pizzeria,13068.0,American Restaurant,,,2.6
Las Reinas,1479,Southport Ave & Wrightwood Ave,3001 N Ashland Ave,60657.0,13003,Bar,13303.0,Mexican Restaurant,,,
Dinner And A Movie,415,Southport Ave & Wrightwood Ave,2500 N Ashland Ave,60614.0,10024,Movie Theater,13003.0,Bar,,,
The Rock House,747,Southport Ave & Wrightwood Ave,2624 N Lincoln Ave,60614.0,13003,Bar,,,,,
OGs Chicago,877,Southport Ave & Wrightwood Ave,950 W Wrightwood Ave,60614.0,13022,Sports Bar,13065.0,Restaurant,,,
Treble Park,916,Southport Ave & Wrightwood Ave,West Webster Avenue,60614.0,16032,Park,,,,,
I Love Linkinhouse,959,Southport Ave & Wrightwood Ave,2142 N Clybourn Ave,60614.0,13009,Cocktail Bar,13016.0,Lounge,13065.0,Restaurant,
Moody Tongue Brew,608,State St & 29th St,2515 S Wabash Ave,60616.0,13003,Bar,13029.0,Brewery,13065.0,Restaurant,4.45
